key,conference,id,title,program_title,authors,acceptance,themes,categories,quantity,method,caveat,matrix_scope,geometry,manifold_scope,relevance_notes,evidence,fulltext_sources,openreview_url,conference_url,proceedings_url,pdf_url,code_links,snapshot_date,training_scope,hyperparameters,training_finding,training_caveat,training_reading_rank
ICML:62737,ICML 2026,62737,One-Step Gradient Delay is Not a Barrier for Large-Scale Asynchronous Pipeline Parallel LLM Pretraining,,Philip Zmushko; Egor Petrov; Nursultan Abdullaev; Khrushchev Mikhail; Samuel Horváth,Accept (regular),Optimizer,E: Training stabilization and distributed optimization,,,,,,,Optimizer: Studies optimizer-dependent sensitivity to one-step pipeline delay and proposes an error-feedback correction; finds Muon more robust than AdamW in the tested settings.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=dpWXlBRLKm,https://icml.cc/virtual/2026/poster/62737,,https://openreview.net/pdf?id=dpWXlBRLKm,,2026-09-23,,,,,0
ICML:61531,ICML 2026,61531,Orthogonal Model Merging,,Sihan Yang; Kexuan Shi; Weiyang Liu,Accept (regular),Manifold,M3: Applications that explicitly optimize or solve problems on manifolds,,,,,Orthogonal group and its Lie algebra,Direct algorithm/theory/application,Manifold: OrthoMerge combines orthogonal updates in the Lie algebra and uses orthogonal Procrustes fitting to extend merging beyond orthogonally fine-tuned models.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=pCaeMsqpCa,https://icml.cc/virtual/2026/poster/61531,,https://openreview.net/pdf?id=pCaeMsqpCa,,2026-09-23,,,,,0
ICML:65728,ICML 2026,65728,Over-Alignment vs Over-Fitting: The Role of Feature Learning Strength in Generalization,,Taesun Yeom; Taehyeok Ha; Jaeho Lee,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T6: Feature learning, implicit bias and generalization dynamics; T7: Initialization, normalization, weight decay and regularization",,,,,,,Training dynamics: Finds an intermediate feature-learning strength that balances over-alignment against overfitting.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=Ak8sl1w550,https://icml.cc/virtual/2026/poster/65728,,https://openreview.net/pdf?id=Ak8sl1w550,,2026-09-23,Other deep learning,Initialization/output scale; feature-learning strength; stopping rule,Finds an intermediate feature-learning strength that balances over-alignment against overfitting.,Theory is for two-layer ReLU gradient flow; optimal settings depend on the training-risk stopping criterion.,0
ICML:64062,ICML 2026,64062,"OVLR: Efficient, Scalable, and Robust Training via Output-Level Variance-Reduced Likelihood Ratio",,Minhao Zou; Tao Ren; Jinyang Jiang; Rui Tao; Zehao Li; Jiale Fu; Hui Shao; Xianhua Liu; Yijie Peng,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,Optimizer: OVLR uses low-dimensional output perturbations and variance-reduced likelihood-ratio estimates for objectives with unavailable or uninformative gradients; includes language modeling.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=RIase6VpF6,https://icml.cc/virtual/2026/poster/64062,,https://openreview.net/pdf?id=RIase6VpF6,https://github.com/MinhZou/OVLR.,2026-09-23,,,,,0
ICML:65054,ICML 2026,65054,PepCompass: Navigating Peptide Embedding Spaces Using Riemannian Geometry,,Marcin Możejko; Adam Bielecki; Jurand Prądzyński; Hyun-Su Lee; Antoni Janowski; Michal Kmicikiewicz; Paulina Szymczak; Karol Jurasz; Marcin Traskowski; Michał Kucharczyk; Marcelo Torres; Cesar de la Fuente-Nunez; Ewa Szczurek,Accept (regular),Manifold,M3: Applications that explicitly optimize or solve problems on manifolds,,,,,Decoder-induced union of locally stable Riemannian manifolds,Direct algorithm/theory/application,"Manifold: PepCompass combines potential-minimizing geodesic search, tangent-space exploration, and local Bayesian optimization for peptide design.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=HENUU9VR8F,https://icml.cc/virtual/2026/poster/65054,,https://openreview.net/pdf?id=HENUU9VR8F,,2026-09-23,,,,,0
ICML:63313,ICML 2026,63313,Per-example Gradients: a New Frontier for Understanding and Improving Optimizers,,Vincent Roulet; Atish Agarwala,Accept (regular),Optimizer; Training dynamics,"C: General-purpose matrix, spectral, adaptive, and learned optimizers; T2: Batch size, gradient noise and training efficiency; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Optimizer: Uses efficient per-example/per-token gradient statistics to analyze and improve signSGD and Adam-style preconditioning. | Training dynamics: Uses efficient per-example/per-token gradient statistics to analyze and improve signSGD and Adam-style preconditioning.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=YB6U1yWcGy,https://icml.cc/virtual/2026/poster/63313,,https://openreview.net/pdf?id=YB6U1yWcGy,,2026-09-23,LLM training,Per-example gradient statistics; adaptive normalization,Uses efficient per-example/per-token gradient statistics to analyze and improve signSGD and Adam-style preconditioning.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:65541,ICML 2026,65541,PLASH: Provably Linear-Time Attention with Selective Higher-Order Feature Sketching,,Yuwen Huang; Xiang Pan,Accept (regular),Matrix computation,"X5: Attention, state-space algebra and parallel scans",Attention through enriched key-value prototypes,Combine learned prototypes with randomized higher-order polynomial features and per-input error certificates.,Softmax over prototypes is exact; the resulting operator approximates full-token softmax attention.,Deep learning,,,Matrix computation: Combine learned prototypes with randomized higher-order polynomial features and per-input error certificates.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=CYg2w0YKM4,https://icml.cc/virtual/2026/poster/65541,,https://openreview.net/pdf?id=CYg2w0YKM4,,2026-09-23,,,,,0
ICML:71112,ICML 2026,71112,POET-X: Memory-efficient LLM Training by Scaling Orthogonal Transformation,,Zeju Qiu; Lixin LIU; Adrian Weller; Han Shi; Weiyang Liu,Accept (spotlight),Manifold; Optimizer,D: Memory-efficient and low-precision optimizers; M2: Manifold-based LLM training and low-rank adaptation,,,,,Orthogonal-equivalence transformations of weight matrices,Direct algorithm/theory/application,Optimizer: POET-X scales spectrum-preserving orthogonal-equivalence training to reduce LLM training memory and computation. | Manifold: POET-X makes spectrum-preserving orthogonal reparameterized LLM training more memory- and compute-efficient; the abstract does not specify a new general Riemannian optimizer.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=et8jpWLUuD,https://icml.cc/virtual/2026/oral/71112,,https://openreview.net/pdf?id=et8jpWLUuD,,2026-09-23,,,,,0
ICML:63733,ICML 2026,63733,Preconditioned DeltaNet: Curvature-aware Sequence Modeling for Linear Recurrences,,Neehal Tumma; Noel Loo; Daniela Rus,Accept (regular),Matrix computation,"X5: Attention, state-space algebra and parallel scans",Curvature-aware delta-rule recurrences,Derive online least-squares preconditioning and implement diagonal approximations with chunkwise parallel algorithms.,Practical preconditioners are diagonal approximations.,Deep learning,,,Matrix computation: Derive online least-squares preconditioning and implement diagonal approximations with chunkwise parallel algorithms.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=UC6YiTOeKb,https://icml.cc/virtual/2026/poster/63733,,https://openreview.net/pdf?id=UC6YiTOeKb,,2026-09-23,,,,,0
ICML:65570,ICML 2026,65570,Preconditioning Neural Tangent Kernel for Adaptive Optimization,,Xiyuan Yang; Wenxuan Bao; Katherine Tieu; Jingrui He,Accept (regular),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T6: Feature learning, implicit bias and generalization dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Optimizer: Optimizer Aware Kernel (OAK) extends NTK analysis to preconditioned fine-tuning and studies when the kernel approximation breaks down. | Training dynamics: Optimizer Aware Kernel (OAK) extends NTK analysis to preconditioned fine-tuning and studies when the kernel approximation breaks down.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=CKzW9g2x3g,https://icml.cc/virtual/2026/poster/65570,,https://openreview.net/pdf?id=CKzW9g2x3g,,2026-09-23,LLM training,Preconditioner; fine-tuning; kernel approximation,Optimizer Aware Kernel (OAK) extends NTK analysis to preconditioned fine-tuning and studies when the kernel approximation breaks down.,"Reuses the earlier source-grounded annotation. Consult the linked paper for assumptions, tested scales and parameterization conventions.",0
ICML:65313,ICML 2026,65313,Principled SVD-based Delta Compression via Quantization Error Minimization,,Boya Xiong; Shuo Wang; Weifeng Ge; Guanhua CHEN; Yun Chen,Accept (regular),Matrix computation,X6: Matrix and tensor methods for compression,Quantized low-rank fine-tuning deltas,Allocate mixed precision via an integer program based on singular-value-dependent error and correct sequential factor quantization.,Optimal bit allocation refers to the stated error model and budget.,Deep learning,,,Matrix computation: Allocate mixed precision via an integer program based on singular-value-dependent error and correct sequential factor quantization.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=ErqvESaJpk,https://icml.cc/virtual/2026/poster/65313,,https://openreview.net/pdf?id=ErqvESaJpk,,2026-09-23,,,,,0
ICML:62288,ICML 2026,62288,PRISM: Distribution-free Adaptive Computation of Matrix Functions for Accelerating Neural Network Training,,Shenghao Yang; Zhichao Wang; Oleg Balabanov; N. Benjamin Erichson; Michael Mahoney,Accept (regular),Matrix computation; Optimizer,"B: Shampoo, structured curvature, and matrix-function computation; X1: Matrix functions, roots and matrix geometry","Matrix roots, inverse roots and polar factors",Fit iteration polynomials to the current spectrum through randomized sketched least squares; use matrix multiplications for the main iteration.,Iterative approximation; no explicit spectral bounds required by the proposed fitting scheme.,Deep learning,,,Optimizer: PRISM combines adaptive polynomial approximation with randomized sketching to accelerate matrix functions used by Shampoo and Muon. | Matrix computation: Fit iteration polynomials to the current spectrum through randomized sketched least squares; use matrix multiplications for the main iteration.,Official accepted-paper title and abstract; targeted full-text passage checked,"https://arxiv.org/html/2601.22137v1 — Sections 3-5; adaptive polynomial fitting, randomized sketching, and supported matrix functions. Preprint version v1; accepted title and venue are taken from the official conference program.",https://openreview.net/forum?id=hwhvjhXC0m,https://icml.cc/virtual/2026/poster/62288,,https://openreview.net/pdf?id=hwhvjhXC0m,,2026-09-23,,,,,0
ICML:63312,ICML 2026,63312,Privacy Amplification in Differentially Private Zeroth-Order Optimization with Hidden States,,Eli Chien; Wei-Ning Chen; Pan Li,Accept (regular),Optimizer,"I: Fine-tuning, LoRA, privacy, and specialized post-training",,,,,,,"Optimizer: Studies privacy amplification and algorithm design for differentially private zeroth-order optimization, motivated by LLM fine-tuning.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=YBIGgUet07,https://icml.cc/virtual/2026/poster/63312,,https://openreview.net/pdf?id=YBIGgUet07,,2026-09-23,,,,,0
ICML:64048,ICML 2026,64048,Prompt Tuning for CLIP on the Pretrained Manifold,,Xi Yang; Yuanrong Xu; Weigang Zhang; Guangming Lu; David Zhang; Jie Wen,Accept (regular),Manifold,"M5: Supporting geometry, statistics, and training-dynamics papers",,,,,Pretrained CLIP representation geometry,Related/supporting,"Manifold: ManiPT constrains cosine consistency during prompt tuning; manifold preservation through regularization, not a demonstrated generic Riemannian solver.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=ROFqW86Dca,https://icml.cc/virtual/2026/poster/64048,,https://openreview.net/pdf?id=ROFqW86Dca,,2026-09-23,,,,,0
ICML:61979,ICML 2026,61979,"Push, Pop, Parallelize: Stack-Augmented Linear Attention via the Delta Rule",,Anh T Nguyen; Saleh Momeni; Ashutosh Chaubey; Changnan Xiao; Bing Liu,Accept (regular),Matrix computation,"X5: Attention, state-space algebra and parallel scans",Differentiable stack updates in sequence models,Represent push/pop behavior as linear delta-rule operations so it can be parallelized across tokens.,A specialized stack-augmented architecture.,Deep learning,,,Matrix computation: Represent push/pop behavior as linear delta-rule operations so it can be parallelized across tokens.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=l1v359RKe0,https://icml.cc/virtual/2026/poster/61979,,https://openreview.net/pdf?id=l1v359RKe0,https://github.com/teeann/DeltaStack.,2026-09-23,,,,,0
ICML:65532,ICML 2026,65532,Quartet II: Accurate LLM Pre-Training in NVFP4 by Improved Unbiased Gradient Estimation,,Andrei Panferov; Erik Schultheis; Soroush Tabesh; Dan Alistarh,Accept (regular),Optimizer,"J: Adjacent numerical, architectural, and specialized training methods",,,,,,,Optimizer: Quartet II improves unbiased quantized gradient estimation for fully NVFP4 LLM training; primarily a numerical training method.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=CciWEZZDVb,https://icml.cc/virtual/2026/poster/65532,,https://openreview.net/pdf?id=CciWEZZDVb,,2026-09-23,,,,,0
ICML:61606,ICML 2026,61606,Randomized Advantage Transformation (RAT): Computing Natural Policy Gradients via Direct Backpropagation,,Mingfei Sun,Accept (regular),Matrix computation,"X3: Fisher, Hessian, derivatives and implicit differentiation",Regularized natural policy gradients,"Use Woodbury to move the solve to advantage space, approximate it with randomized block Kaczmarz, then use ordinary backpropagation.",Regularized sampled natural-gradient target; finite solver iterations are approximate.,Deep learning,,,"Matrix computation: Use Woodbury to move the solve to advantage space, approximate it with randomized block Kaczmarz, then use ordinary backpropagation.",Official accepted-paper title and abstract; targeted full-text passage checked,"https://arxiv.org/html/2605.18591v1 — Sections 4.2-4.3, equations 6-10; Woodbury advantage-space reformulation and randomized Kaczmarz. Distinguish the exact algebraic reformulation from the finite-iteration randomized estimate.",https://openreview.net/forum?id=oVtiySvpXz,https://icml.cc/virtual/2026/poster/61606,,https://openreview.net/pdf?id=oVtiySvpXz,,2026-09-23,,,,,0
ICML:62202,ICML 2026,62202,RAPNet: Accelerating Algebraic Multigrid with Learned Sparse Corrections,,Yali Fink; Ido Ben-Yair; Lars Ruthotto; Eran Treister,Accept (regular),Matrix computation,"X8: Linear systems, sparse solvers and Gaussian processes",Sparse coarse operators for algebraic multigrid,Learn sparse corrections during solver setup with levelwise GNN training.,Accelerates setup/operator design; retains a classical multigrid solve phase.,Scientific computing,,,Matrix computation: Learn sparse corrections during solver setup with levelwise GNN training.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=iiNPaOvuwj,https://icml.cc/virtual/2026/poster/62202,,https://openreview.net/pdf?id=iiNPaOvuwj,,2026-09-23,,,,,0
ICML:66778,ICML 2026,66778,Reflective Hamiltonian Monte Carlo:  Mixing Analysis and Application to Sampling on Stiefel Manifold,,Kwangmin Lee; Yeonhee Park; Sewon Park,Accept (regular),Manifold,"M5: Supporting geometry, statistics, and training-dynamics papers",,,,,Stiefel manifold through polar reparameterization,Related/supporting,Manifold: Reflective HMC supplies mixing guarantees and a Stiefel sampling application; sampling is distinguished from minimization.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=0QjwbySLcU,https://icml.cc/virtual/2026/poster/66778,,https://openreview.net/pdf?id=0QjwbySLcU,,2026-09-23,,,,,0
ICML:63794,ICML 2026,63794,Rethinking Neural Network Learning Rates: A Stackelberg Perspective,,Sihan Zeng; Sujay Bhatt; Sumitra Ganesh,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,Training dynamics: Interprets a faster final-layer learning rate through Stackelberg optimization and studies conditions for improved convergence.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=TgohCXoblV,https://icml.cc/virtual/2026/poster/63794,,https://openreview.net/pdf?id=TgohCXoblV,,2026-09-23,Other deep learning,Layer-wise learning rates; output/body timescales,Interprets a faster final-layer learning rate through Stackelberg optimization and studies conditions for improved convergence.,Convergence results have stated problem assumptions; nonuniform rates are not always superior.,16
ICML:65605,ICML 2026,65605,Revisiting Anisotropy in Language Transformers: The Geometry of Learning Dynamics,,Raphael Bernas; Fanny Jourdan; Antonin Poché; Céline Hudelot,Accept (regular),Optimizer; Training dynamics,"G: Optimizer theory, benchmarks, and training dynamics; T6: Feature learning, implicit bias and generalization dynamics; T8: Optimizer dynamics, comparisons and diagnostics",,,,,,,"Training dynamics: Uses training checkpoints to relate embedding geometry, anisotropy and entropy across language-model families.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=BxSubxbbNc,https://icml.cc/virtual/2026/poster/65605,,https://openreview.net/pdf?id=BxSubxbbNc,,2026-09-23,LLM training,Training stage; representation anisotropy,"Uses training checkpoints to relate embedding geometry, anisotropy and entropy across language-model families.",Primarily a descriptive analysis; correlations do not isolate causal hyperparameter effects.,0
ICML:61753,ICML 2026,61753,Revisiting Zeroth-Order Hessian Approximation: A Single-Step Policy Optimization Lens,,Junbin Qiu; Zhaowei Hong; Renzhe Xu; Yao Shu,Accept (regular),Matrix computation,"X3: Fisher, Hessian, derivatives and implicit differentiation","Hessian, regularized inverse and inverse-Hessian-gradient estimates",Recast zeroth-order estimation as policy optimization; use variance-minimizing baselines and reuse historical function queries.,Unbiasedness is stated for the Hessian estimator; inverse quantities have their own bias/error analysis.,General ML,,,Matrix computation: Recast zeroth-order estimation as policy optimization; use variance-minimizing baselines and reuse historical function queries.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=nEQYu4ndGA,https://icml.cc/virtual/2026/poster/61753,,https://openreview.net/pdf?id=nEQYu4ndGA,,2026-09-23,,,,,0
ICML:66025,ICML 2026,66025,Rex: A Family of Reversible Exponential (Stochastic) Runge-Kutta Solvers,,Zander Blasingame; Chen Liu,Accept (spotlight),Matrix computation,X9: Related numerical primitives and computation,Reversible neural ODE/SDE trajectories,Apply Lawson constructions to build reversible exponential stochastic Runge-Kutta schemes.,Numerical integration rather than matrix factorization; reversibility does not remove all floating-point error.,Deep learning,,,Matrix computation: Apply Lawson constructions to build reversible exponential stochastic Runge-Kutta schemes.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=7pQIzVNctu,https://icml.cc/virtual/2026/poster/66025,,https://openreview.net/pdf?id=7pQIzVNctu,,2026-09-23,,,,,0
ICML:62937,ICML 2026,62937,Rh-3DGS: Robust Open-Vocabulary Scene Understanding via Riemannian Huber Distillation and Manifold-Aware Sampling,,Xinpeng Zhao; Jiang Jie; Fengyuan Zhang; Lixin Zhan; Dong Wang; Qinyuan Bu; Jiahangtu; Guangzhen Yao,Accept (regular),Manifold,"M5: Supporting geometry, statistics, and training-dynamics papers",,,,,Unit hypersphere of semantic embeddings,Related/supporting,Manifold: Rh-3DGS aggregates embeddings using a visibility-weighted Frechet mean with a Riemannian Huber objective; an intrinsic statistical aggregation application.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=bjtuHOb3vN,https://icml.cc/virtual/2026/poster/62937,,https://openreview.net/pdf?id=bjtuHOb3vN,,2026-09-23,,,,,0
ICML:61755,ICML 2026,61755,Riemannian Dueling Optimization,,Yuxuan Ren; Abhishek Roy; Shiqian Ma,Accept (regular),Manifold,M1: General manifold algorithms and convergence theory,,,,,General Riemannian manifolds with comparison-only feedback,Direct algorithm/theory/application,Manifold: RDNGD and projection-free RDFW extend dueling optimization to geodesically smooth and convex settings with iteration/oracle complexity analysis.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=nDfDnsyllY,https://icml.cc/virtual/2026/poster/61755,,https://openreview.net/pdf?id=nDfDnsyllY,,2026-09-23,,,,,0
ICML:64721,ICML 2026,64721,Riemannian Metric Matching for Scalable Geometric Modeling of Distributions,,Jacob Bamberger; Adam Gosztolai; Pierre Vandergheynst; Michael Bronstein; Iolo Jones,Accept (spotlight),Manifold,"M5: Supporting geometry, statistics, and training-dynamics papers",,,,,Learned geometry of data distributions,Related/supporting,"Manifold: Riemannian metric matching learns geometric operators through denoising and supplies consistent, amortized geometric estimates; infrastructure rather than an optimization update rule.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=KVzXnWPLgX,https://icml.cc/virtual/2026/poster/64721,,https://openreview.net/pdf?id=KVzXnWPLgX,,2026-09-23,,,,,0
ICML:65936,ICML 2026,65936,Riemannian Networks over Full-Rank Correlation Matrices,,Ziheng Chen; Xiaojun Wu; Bernhard Schölkopf; Nicu Sebe,Accept (regular),Manifold,"M5: Supporting geometry, statistics, and training-dynamics papers",,,,,Full-rank correlation matrix manifold,Related/supporting,Manifold: Extends neural-network layers and backpropagation to correlation geometries; related differentiable manifold modeling rather than a new generic solver.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=8k4om4zj5E,https://icml.cc/virtual/2026/poster/65936,,https://openreview.net/pdf?id=8k4om4zj5E,,2026-09-23,,,,,0
ICML:62618,ICML 2026,62618,Riemannian Neural Optimal Transport,,Alessandro Micheli; Yueqi Cao; Anthea Monod; Samir Bhatt,Accept (regular),Manifold,M3: Applications that explicitly optimize or solve problems on manifolds,,,,,General compact Riemannian manifolds; sphere and torus experiments,Direct algorithm/theory/application,"Manifold: RNOT learns transport potentials through the Kantorovich semi-dual; its c-transform requires an inner Riemannian gradient-descent solve, optionally with momentum (Appendix E.2).",Official accepted-paper title and abstract; targeted full-text passage checked,"https://arxiv.org/html/2602.03566 — Appendix E.2: inner c-transform minimization by Riemannian gradient descent, optionally with momentum. Targeted check recorded in the earlier project catalog; not a complete paper review.",https://openreview.net/forum?id=ez4oLq7PR3,https://icml.cc/virtual/2026/poster/62618,,https://openreview.net/pdf?id=ez4oLq7PR3,,2026-09-23,,,,,0
ICML:65835,ICML 2026,65835,Riemannian Optimization for Fair Spectral Clustering,,Minh Phu Vuong; Jinyoung Lee; Young-Ju Lee; Chul-Ho Lee,Accept (regular),Manifold,M3: Applications that explicitly optimize or solve problems on manifolds,,,,,Fairness-constrained spectral-clustering manifold,Direct algorithm/theory/application,Manifold: R-FairSC uses a Riemannian ADMM formulation with variable splitting to solve fair graph clustering efficiently.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=9crQp1ibCx,https://icml.cc/virtual/2026/poster/65835,,https://openreview.net/pdf?id=9crQp1ibCx,,2026-09-23,,,,,0
ICML:63071,ICML 2026,63071,Riemannian stochastic optimization for sufficient dimension reduction,,Thibault Pautrel; François Portier,Accept (regular),Manifold,M3: Applications that explicitly optimize or solve problems on manifolds,,,,,Stiefel manifold with a Grassmannian statistical target,Direct algorithm/theory/application,"Manifold: SMAVE derives a Riemannian gradient and stochastic ascent method for sufficient dimension reduction, with convergence analysis for a simplified variant.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=aLnPza1dyT,https://icml.cc/virtual/2026/poster/63071,,https://openreview.net/pdf?id=aLnPza1dyT,,2026-09-23,,,,,0
ICML:64326,ICML 2026,64326,RL4RLA: Teaching ML to Discover Randomized Linear Algebra Algorithms Through Curriculum Design and Graph-Based Search,,Jinglong Xiong; Xiaotian Liu; Ruoxin Wang; Zihang Liu; Yefan Zhou; Yujun Yan; Yaoqing Yang,Accept (regular),Matrix computation,X4: Randomized sketching and kernel approximations,Randomized linear algebra algorithms,"Search symbolic linear algebra programs with reinforcement learning, a numerical curriculum and graph search that merges equivalent partial programs.",Algorithm discovery framework; guarantees belong to the resulting algorithms and tested settings.,Theory / foundations,,,"Matrix computation: Search symbolic linear algebra programs with reinforcement learning, a numerical curriculum and graph search that merges equivalent partial programs.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=Oj2I1xdKpv,https://icml.cc/virtual/2026/poster/64326,,https://openreview.net/pdf?id=Oj2I1xdKpv,https://github.com/Tim-Xiong/RL4RLA.,2026-09-23,,,,,0
ICML:65683,ICML 2026,65683,RMNP: Row-Momentum Normalized Preconditioning for Scalable Matrix-Based Optimization,,Shenyang Deng; Zhuoli Ouyang; Tianyu Pang; Zihang Liu; Ruochen Jin; Shuhua Yu; Yaoqing Yang,Accept (regular),Optimizer,"C: General-purpose matrix, spectral, adaptive, and learned optimizers",,,,,,,Optimizer: RMNP replaces Muon's Newton-Schulz orthogonalization with row-wise momentum normalization to reduce preconditioning cost in LLM pretraining.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=BC5aRMdRwp,https://icml.cc/virtual/2026/poster/65683,,https://openreview.net/pdf?id=BC5aRMdRwp,https://github.com/Dominator-Index/RMNP,2026-09-23,,,,,0
ICML:61508,ICML 2026,61508,Robust Parallel Diffusion Sampling via Dynamic Jacobian Bandwidth,,Zile Huang; Ser-Nam Lim,Accept (regular),Matrix computation,X9: Related numerical primitives and computation,Parallel diffusion sampling trajectories,Reformulate denoising as a nonlinear system and solve with adaptive local sparsity in the Jacobian structure.,Approximate parallel sampling; quality and speed depend on the generation setup.,Deep learning,,,Matrix computation: Reformulate denoising as a nonlinear system and solve with adaptive local sparsity in the Jacobian structure.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=pRsFAKBQKz,https://icml.cc/virtual/2026/poster/61508,,https://openreview.net/pdf?id=pRsFAKBQKz,,2026-09-23,,,,,0
ICML:65215,ICML 2026,65215,Romberg-Extrapolated Zeroth-Order Gradient Estimator: Higher-Order Bias Reduction with Preserved Leading Directional Variance,,Hongcheng Dong; Wenqiang Pu; Licheng Zhao; Rui Zhou; Feng Yin,Accept (regular),Optimizer,F: Zeroth-order and backpropagation alternatives for LLMs,,,,,,,"Optimizer: Romberg-ZOGE reduces finite-difference bias by combining radii while sharing directions; includes black-box prompt tuning of OPT-1.3B, not full-model LLM fine-tuning.",Official accepted-paper title and abstract,,https://openreview.net/forum?id=FiuJVpxuSX,https://icml.cc/virtual/2026/poster/65215,,https://openreview.net/pdf?id=FiuJVpxuSX,,2026-09-23,,,,,0
ICML:61515,ICML 2026,61515,Scalable Kronecker-Factored Fisher Approximation for Neural Network Parameter Sensitivity,,Viktoriia Chekalina; Daniil Moskovskiy; Tatyana Matveeva; Andrey Kuznetsov; Evgeny Frolov,Accept (regular),Matrix computation; Optimizer,"A: KFAC / EKFAC methods, applications, and substantive evaluations; X3: Fisher, Hessian, derivatives and implicit differentiation",Structured Fisher information and sensitivity-aware low-rank factors,Matrix-free Fisher factorization retains off-diagonal structure; GFWSVD gives a curvature-weighted layer decomposition.,Closed-form optimality relies on the stated matrix-variate normal assumptions.,Deep learning,,,Optimizer: Structured Fisher approximation: matrix-free Fisher factorization (MFF) and GFWSVD preserve non-diagonal parameter sensitivity for neural-network and LLM compression. | Matrix computation: Matrix-free Fisher factorization retains off-diagonal structure; GFWSVD gives a curvature-weighted layer decomposition.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=pNe5fVK1tR,https://icml.cc/virtual/2026/poster/61515,,https://openreview.net/pdf?id=pNe5fVK1tR,,2026-09-23,,,,,0
ICML:63301,ICML 2026,63301,Scalable Reinforcement Learning via Adaptive Batch Scaling,,Jongchan Park,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T2: Batch size, gradient noise and training efficiency",,,,,,,Training dynamics: Adjusts batch size with behavioral divergence to accommodate early plasticity and later stable RL training.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=YI9wSqfz7W,https://icml.cc/virtual/2026/poster/63301,,https://openreview.net/pdf?id=YI9wSqfz7W,,2026-09-23,Reinforcement learning,Batch size; model size; policy nonstationarity,Adjusts batch size with behavioral divergence to accommodate early plasticity and later stable RL training.,The reported validation uses PQN and Atari/ALE tasks.,0
ICML:63529,ICML 2026,63529,Scaling depth capacity via zero/one-layer model expansion,,Zhiqi Bu,Accept (regular),Optimizer; Training dynamics,"H: Learning rates, batch sizes, parameterization, and plasticity; T1: Learning-rate selection, warm-up and schedules; T3: Width/depth scaling and hyperparameter transfer; T7: Initialization, normalization, weight decay and regularization",,,,,,,Training dynamics: Studies progressive model expansion and proposes zero/one-layer strategies that balance training cost and final loss.,Official accepted-paper title and abstract,,https://openreview.net/forum?id=WP5q6Hn3Cv,https://icml.cc/virtual/2026/poster/63529,,https://openreview.net/pdf?id=WP5q6Hn3Cv,,2026-09-23,LLM training,Depth-expansion timing; new-layer initialization; learning-rate transfer,Studies progressive model expansion and proposes zero/one-layer strategies that balance training cost and final loss.,Compute gains and transfer rules depend on the expansion protocol and tested architectures.,0
